Accession,Start,End,Description,Label
NZ_CP011301.1,5026622,5033453,"NZ_CP011301.1|1|NZ_CP011301.1:5026622-5033453 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5121982,5129110,"NZ_CP011301.1|1|NZ_CP011301.1:5121982-5129110 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5135157,5139206,"NZ_CP011301.1|1|NZ_CP011301.1:5135157-5139206 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5184437,5195409,"NZ_CP011301.1|1|NZ_CP011301.1:5184437-5195409 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5195634,5214242,"NZ_CP011301.1|1|NZ_CP011301.1:5195634-5214242 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5218944,5263895,"NZ_CP011301.1|1|NZ_CP011301.1:5218944-5263895 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5270871,5279144,"NZ_CP011301.1|1|NZ_CP011301.1:5270871-5279144 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5286537,5290896,"NZ_CP011301.1|1|NZ_CP011301.1:5286537-5290896 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5299997,5310994,"NZ_CP011301.1|1|NZ_CP011301.1:5299997-5310994 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5359972,5366995,"NZ_CP011301.1|1|NZ_CP011301.1:5359972-5366995 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5380361,5385287,"NZ_CP011301.1|1|NZ_CP011301.1:5380361-5385287 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5439850,5453713,"NZ_CP011301.1|1|NZ_CP011301.1:5439850-5453713 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5464844,5469156,"NZ_CP011301.1|1|NZ_CP011301.1:5464844-5469156 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5509154,5514223,"NZ_CP011301.1|1|NZ_CP011301.1:5509154-5514223 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5540901,5548535,"NZ_CP011301.1|1|NZ_CP011301.1:5540901-5548535 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5602761,5608253,"NZ_CP011301.1|1|NZ_CP011301.1:5602761-5608253 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5610620,5615203,"NZ_CP011301.1|1|NZ_CP011301.1:5610620-5615203 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5616854,5621333,"NZ_CP011301.1|1|NZ_CP011301.1:5616854-5621333 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5626125,5631035,"NZ_CP011301.1|1|NZ_CP011301.1:5626125-5631035 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5646157,5654994,"NZ_CP011301.1|1|NZ_CP011301.1:5646157-5654994 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5709077,5713129,"NZ_CP011301.1|1|NZ_CP011301.1:5709077-5713129 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5721355,5726216,"NZ_CP011301.1|1|NZ_CP011301.1:5721355-5726216 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5729770,5734005,"NZ_CP011301.1|1|NZ_CP011301.1:5729770-5734005 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5738549,5744540,"NZ_CP011301.1|1|NZ_CP011301.1:5738549-5744540 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5747060,5755823,"NZ_CP011301.1|1|NZ_CP011301.1:5747060-5755823 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5780319,5786233,"NZ_CP011301.1|1|NZ_CP011301.1:5780319-5786233 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5789879,5794034,"NZ_CP011301.1|1|NZ_CP011301.1:5789879-5794034 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5887838,5893703,"NZ_CP011301.1|1|NZ_CP011301.1:5887838-5893703 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5926976,5962097,"NZ_CP011301.1|1|NZ_CP011301.1:5926976-5962097 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6013022,6017244,"NZ_CP011301.1|1|NZ_CP011301.1:6013022-6017244 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6039700,6045915,"NZ_CP011301.1|1|NZ_CP011301.1:6039700-6045915 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6053511,6057895,"NZ_CP011301.1|1|NZ_CP011301.1:6053511-6057895 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6075841,6082438,"NZ_CP011301.1|1|NZ_CP011301.1:6075841-6082438 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6101547,6122833,"NZ_CP011301.1|1|NZ_CP011301.1:6101547-6122833 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6180122,6201364,"NZ_CP011301.1|1|NZ_CP011301.1:6180122-6201364 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6237900,6244686,"NZ_CP011301.1|1|NZ_CP011301.1:6237900-6244686 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6273642,6278199,"NZ_CP011301.1|1|NZ_CP011301.1:6273642-6278199 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6327832,6336193,"NZ_CP011301.1|1|NZ_CP011301.1:6327832-6336193 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6370994,6378597,"NZ_CP011301.1|1|NZ_CP011301.1:6370994-6378597 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,6403885,6408516,"NZ_CP011301.1|1|NZ_CP011301.1:6403885-6408516 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,246870,251108,"NZ_CP011301.1|1|NZ_CP011301.1:246870-251108 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,252773,259262,"NZ_CP011301.1|1|NZ_CP011301.1:252773-259262 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,295025,300239,"NZ_CP011301.1|1|NZ_CP011301.1:295025-300239 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,1710057,1714876,"NZ_CP011301.1|1|NZ_CP011301.1:1710057-1714876 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP011301.1,5329754,5333778,"NZ_CP011301.1|1|NZ_CP011301.1:5329754-5333778 NZ_CP011301.1 Burkholderia cepacia strain LO6 chromosome, complete genome",1
NZ_CP017873.1,214057,228750,"NZ_CP017873.1|1|NZ_CP017873.1:214057-228750 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,819926,832968,"NZ_CP017873.1|1|NZ_CP017873.1:819926-832968 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,988198,1004262,"NZ_CP017873.1|1|NZ_CP017873.1:988198-1004262 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,3925,13254,"NZ_CP017873.1|1|NZ_CP017873.1:3925-13254 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,17125,23505,"NZ_CP017873.1|1|NZ_CP017873.1:17125-23505 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,42135,48325,"NZ_CP017873.1|1|NZ_CP017873.1:42135-48325 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,59716,81485,"NZ_CP017873.1|1|NZ_CP017873.1:59716-81485 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,88076,95797,"NZ_CP017873.1|1|NZ_CP017873.1:88076-95797 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,107975,114709,"NZ_CP017873.1|1|NZ_CP017873.1:107975-114709 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,117615,126318,"NZ_CP017873.1|1|NZ_CP017873.1:117615-126318 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,132242,138887,"NZ_CP017873.1|1|NZ_CP017873.1:132242-138887 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,476131,480205,"NZ_CP017873.1|1|NZ_CP017873.1:476131-480205 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP017873.1,699928,704057,"NZ_CP017873.1|1|NZ_CP017873.1:699928-704057 NZ_CP017873.1 Campylobacter coli strain WA333 chromosome, complete genome",1
NZ_CP008810.1,431321,527720,"NZ_CP008810.1|1|NZ_CP008810.1:431321-527720 NZ_CP008810.1 Campylobacter fetus subsp. venerealis 97/608 chromosome, complete genome",1
NZ_CP008810.1,1262582,1336107,"NZ_CP008810.1|1|NZ_CP008810.1:1262582-1336107 NZ_CP008810.1 Campylobacter fetus subsp. venerealis 97/608 chromosome, complete genome",1
NZ_CP008810.1,1841346,1866076,"NZ_CP008810.1|1|NZ_CP008810.1:1841346-1866076 NZ_CP008810.1 Campylobacter fetus subsp. venerealis 97/608 chromosome, complete genome",1
NZ_CP008810.1,1261426,1271244,"NZ_CP008810.1|1|NZ_CP008810.1:1261426-1271244 NZ_CP008810.1 Campylobacter fetus subsp. venerealis 97/608 chromosome, complete genome",1
NZ_CP008810.1,1866108,1871050,"NZ_CP008810.1|1|NZ_CP008810.1:1866108-1871050 NZ_CP008810.1 Campylobacter fetus subsp. venerealis 97/608 chromosome, complete genome",1
NC_009707.1,125555,134036,"NC_009707.1|1|NC_009707.1:125555-134036 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,302534,311473,"NC_009707.1|1|NC_009707.1:302534-311473 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,758334,778011,"NC_009707.1|1|NC_009707.1:758334-778011 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,905529,916891,"NC_009707.1|1|NC_009707.1:905529-916891 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,1609304,1621804,"NC_009707.1|1|NC_009707.1:1609304-1621804 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,268207,297666,"NC_009707.1|1|NC_009707.1:268207-297666 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,303247,313199,"NC_009707.1|1|NC_009707.1:303247-313199 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,609719,616963,"NC_009707.1|1|NC_009707.1:609719-616963 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,971195,977424,"NC_009707.1|1|NC_009707.1:971195-977424 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,1024874,1030116,"NC_009707.1|1|NC_009707.1:1024874-1030116 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,1338584,1343956,"NC_009707.1|1|NC_009707.1:1338584-1343956 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_009707.1,1477530,1484386,"NC_009707.1|1|NC_009707.1:1477530-1484386 NC_009707.1 Campylobacter jejuni subsp. doylei 269.97, complete genome",1
NC_013716.1,286223,318939,"NC_013716.1|1|NC_013716.1:286223-318939 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,364176,402736,"NC_013716.1|1|NC_013716.1:364176-402736 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,579932,589310,"NC_013716.1|1|NC_013716.1:579932-589310 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,979442,1038267,"NC_013716.1|1|NC_013716.1:979442-1038267 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,1141681,1161786,"NC_013716.1|1|NC_013716.1:1141681-1161786 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,1302979,1317558,"NC_013716.1|1|NC_013716.1:1302979-1317558 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2097012,2112653,"NC_013716.1|1|NC_013716.1:2097012-2112653 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2145537,2162930,"NC_013716.1|1|NC_013716.1:2145537-2162930 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2476334,2487759,"NC_013716.1|1|NC_013716.1:2476334-2487759 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2710164,2756143,"NC_013716.1|1|NC_013716.1:2710164-2756143 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2769071,2794445,"NC_013716.1|1|NC_013716.1:2769071-2794445 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2980896,2994960,"NC_013716.1|1|NC_013716.1:2980896-2994960 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,3130679,3184709,"NC_013716.1|1|NC_013716.1:3130679-3184709 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,3337137,3364929,"NC_013716.1|1|NC_013716.1:3337137-3364929 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,3518153,3558702,"NC_013716.1|1|NC_013716.1:3518153-3558702 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,3847482,3872050,"NC_013716.1|1|NC_013716.1:3847482-3872050 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,4310357,4339915,"NC_013716.1|1|NC_013716.1:4310357-4339915 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,4949175,4988099,"NC_013716.1|1|NC_013716.1:4949175-4988099 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,5014147,5039851,"NC_013716.1|1|NC_013716.1:5014147-5039851 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,5204030,5271514,"NC_013716.1|1|NC_013716.1:5204030-5271514 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2147045,2164241,"NC_013716.1|1|NC_013716.1:2147045-2164241 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2167784,2177343,"NC_013716.1|1|NC_013716.1:2167784-2177343 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,2730419,2775325,"NC_013716.1|1|NC_013716.1:2730419-2775325 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
NC_013716.1,1287211,1292736,"NC_013716.1|1|NC_013716.1:1287211-1292736 NC_013716.1 Citrobacter rodentium ICC168, complete sequence",1
